"","time 1","time 2","time 3","time 4","time 5","time 6","time 7","time 8","time 9","time 10","time 11","time 12","time 13","time 14","time 15"
"1",0.203817844390869,0.216042280197144,0.198478937149048,0.194131135940552,0.196684837341309,0.188509225845337,0.208369731903076,0.190011501312256,0.205037832260132,0.204844951629639,0.195887565612793,0.200616359710693,0.193475484848022,0.21758508682251,0.190980434417725
"2",0.1895911693573,0.198769807815552,0.212583780288696,0.209045886993408,0.437744140625,0.204993486404419,0.191515445709229,0.2044837474823,0.224654197692871,0.190754175186157,0.198059320449829,0.218602418899536,0.192537069320679,0.217486381530762,0.208127498626709
"3",0.202547311782837,0.216936588287354,0.221648454666138,0.192841053009033,0.191650152206421,0.188787698745728,0.189915657043457,0.190352439880371,0.207716226577759,0.206108808517456,0.231440544128418,0.199721336364746,0.210062503814697,0.202510356903076,0.191548824310303
"4",0.204172611236572,0.198916912078857,0.216936826705933,0.209582328796387,0.20522141456604,0.204728364944458,0.207333564758301,0.203864812850952,0.220401287078857,0.19196605682373,0.202759265899658,0.217198848724365,0.192259073257446,0.214873790740967,0.206957578659058
"5",0.206161737442017,0.219929456710815,0.196143388748169,0.193451166152954,0.192148923873901,0.188754320144653,0.190350770950317,0.190909624099731,0.203938245773315,0.206530809402466,0.216630458831787,0.21841287612915,0.208538770675659,0.218946933746338,0.191428661346436
"6",0.190168857574463,0.198754549026489,0.212848663330078,0.21211314201355,0.192517757415771,0.204384088516235,0.209393739700317,0.205012798309326,0.207356452941895,0.205606698989868,0.198700666427612,0.199597597122192,0.192330360412598,0.212942361831665,0.209192514419556
"7",0.19080638885498,0.214573621749878,0.196469068527222,0.194521903991699,0.207658529281616,0.188067197799683,0.189464330673218,0.203304529190063,0.218610763549805,0.192306756973267,0.214956998825073,0.219495534896851,0.207783460617065,0.203478336334229,0.191084384918213
"8",0.203634262084961,0.203348398208618,0.212273836135864,0.209310531616211,0.191782236099243,0.203556299209595,0.20771336555481,0.190900087356567,0.204006910324097,0.20674204826355,0.198946237564087,0.215966701507568,0.191575527191162,0.216102123260498,0.207352161407471
"9",0.189062118530273,0.218219995498657,0.197383642196655,0.208184957504272,0.207259893417358,0.203180313110352,0.19112491607666,0.205113410949707,0.224184274673462,0.208594560623169,0.216065406799316,0.203862905502319,0.206381797790527,0.218157768249512,0.190804243087769
"10",0.204055547714233,0.1984703540802,0.201769828796387,0.19544792175293,0.192614316940308,0.188802719116211,0.204777479171753,0.188486337661743,0.204780340194702,0.194545030593872,0.200186729431152,0.216859817504883,0.191537618637085,0.220864057540894,0.207712173461914
"11",0.200478792190552,0.216392278671265,0.22173547744751,0.209572076797485,0.193454027175903,0.203423738479614,0.19427227973938,0.202243089675903,0.220531940460205,0.206841945648193,0.19990873336792,0.21430230140686,0.207240581512451,0.199441194534302,0.192520141601562
"12",0.216192722320557,0.199884176254272,0.185458183288574,0.193348169326782,0.206285238265991,0.187963008880615,0.189394235610962,0.21046257019043,0.203932046890259,0.207977294921875,0.21515941619873,0.203073024749756,0.192693471908569,0.230515718460083,0.206481218338013
