timestamp,mote_id,has_fault_type,temperature
'2015-08-10T18:00:00','santander16',0,30.49
'2015-08-10T18:05:00','santander16',0,30.63
'2015-08-10T18:10:00','santander16',0,30.78
'2015-08-10T18:15:00','santander16',0,30.93
'2015-08-10T18:20:00','santander16',0,31.07
'2015-08-10T18:25:00','santander16',0,31.22
'2015-08-10T18:30:00','santander16',0,31.35
'2015-08-10T18:35:00','santander16',0,31.26
'2015-08-10T18:40:00','santander16',0,31.16
'2015-08-10T18:45:00','santander16',0,30.86
'2015-08-10T18:50:00','santander16',0,30.55
'2015-08-10T18:55:00','santander16',0,30.25
'2015-08-10T19:00:00','santander16',0,29.95
'2015-08-10T19:05:00','santander16',0,29.65
'2015-08-10T19:10:00','santander16',0,29.34
'2015-08-10T19:15:00','santander16',0,29.04
'2015-08-10T19:20:00','santander16',0,28.74
'2015-08-10T19:25:00','santander16',0,28.44
'2015-08-10T19:30:00','santander16',0,28.13
'2015-08-10T19:35:00','santander16',0,27.83
'2015-08-10T19:40:00','santander16',0,27.53
'2015-08-10T19:45:00','santander16',0,27.22
'2015-08-10T19:50:00','santander16',0,26.92
'2015-08-10T19:55:00','santander16',0,26.62
'2015-08-10T20:00:00','santander16',0,26.32
'2015-08-10T20:05:00','santander16',0,26.01
'2015-08-10T20:10:00','santander16',0,25.71
'2015-08-10T20:15:00','santander16',0,25.41
'2015-08-10T20:20:00','santander16',0,25.10
'2015-08-10T20:25:00','santander16',0,24.80
'2015-08-10T20:30:00','santander16',0,24.50
'2015-08-10T20:35:00','santander16',0,24.20
'2015-08-10T20:40:00','santander16',0,23.89
'2015-08-10T20:45:00','santander16',0,23.59
'2015-08-10T20:50:00','santander16',0,23.29
'2015-08-10T20:55:00','santander16',0,22.99
'2015-08-10T21:00:00','santander16',0,22.68
'2015-08-10T21:05:00','santander16',0,22.38
'2015-08-10T21:10:00','santander16',0,22.28
'2015-08-10T21:15:00','santander16',0,22.19
'2015-08-10T21:20:00','santander16',0,22.09
'2015-08-10T21:25:00','santander16',0,21.99
'2015-08-10T21:30:00','santander16',0,21.90
'2015-08-10T21:35:00','santander16',0,21.8
'2015-08-10T21:40:00','santander16',0,21.54
'2015-08-10T21:45:00','santander16',0,21.54
'2015-08-10T21:50:00','santander16',0,21.48
'2015-08-10T21:55:00','santander16',0,21.61
'2015-08-10T22:00:00','santander16',0,21.41
'2015-08-10T22:05:00','santander16',0,21.61
'2015-08-10T22:10:00','santander16',0,21.67
'2015-08-10T22:15:00','santander16',0,21.29
'2015-08-10T22:20:00','santander16',0,21.22
'2015-08-10T22:25:00','santander16',0,21.48
'2015-08-10T22:30:00','santander16',0,21.41
'2015-08-10T22:35:00','santander16',0,21.22
'2015-08-10T22:40:00','santander16',0,21.22
'2015-08-10T22:45:00','santander16',0,21.35
'2015-08-10T22:50:00','santander16',0,21.30
'2015-08-10T22:55:00','santander16',0,21.24
'2015-08-10T23:00:00','santander16',0,21.19
'2015-08-10T23:05:00','santander16',0,21.13
'2015-08-10T23:10:00','santander16',0,21.08
'2015-08-10T23:15:00','santander16',0,21.02
'2015-08-10T23:20:00','santander16',0,20.97
'2015-08-10T23:25:00','santander16',0,20.91
'2015-08-10T23:30:00','santander16',0,20.86
'2015-08-10T23:35:00','santander16',0,20.80
'2015-08-10T23:40:00','santander16',0,20.75
'2015-08-10T23:45:00','santander16',0,20.69
'2015-08-10T23:50:00','santander16',0,20.64
'2015-08-10T23:55:00','santander16',0,20.58
'2015-08-11T00:00:00','santander16',0,20.53
